"analysisId","outcomeId","exposureId","z","events","database","look","method"
14,5754,1082,1.83607487237663,4,"Optum",1,"SCCS"
14,627,1082,2.92618767177071,14,"Optum",1,"SCCS"
14,5639,1082,3.08997955010225,4,"Optum",1,"SCCS"
14,5768,1082,2.84172109104879,7,"Optum",1,"SCCS"
14,5761,1082,1.33590282644242,1,"Optum",1,"SCCS"
14,2927,1082,2.75234521575985,348,"Optum",1,"SCCS"
14,610,1082,2.72300819061802,6,"Optum",1,"SCCS"
15,576,1082,0.817190623296384,1116,"Optum",1,"SCCS"
15,5767,1082,0.830161054172767,6,"Optum",1,"SCCS"
15,2764,1082,0.831501831501831,303,"Optum",1,"SCCS"
15,3019,1082,0.851166234727879,22,"Optum",1,"SCCS"
15,611,1082,0.760873393203029,49,"Optum",1,"SCCS"
1,345,1082,91.5925925925926,225.675,"CCAE",2,"SCCS"
2,2796,1082,18.5694716242661,153,"CCAE",2,"SCCS"
2,622,1082,19,1389.75,"CCAE",2,"SCCS"
2,2763,1082,19.1612903225806,3826.275,"CCAE",2,"SCCS"
2,2795,1082,19.0803212851406,2381.7,"CCAE",2,"SCCS"
2,1075,1082,19.2429149797571,141.525,"CCAE",2,"SCCS"
2,3074,1082,19.2020202020202,580.125,"CCAE",2,"SCCS"
2,3075,1082,19.2020202020202,515.1,"CCAE",2,"SCCS"
2,1079,1082,19.4081632653061,70.125,"CCAE",2,"SCCS"
2,1308,1082,19.2429149797571,79.05,"CCAE",2,"SCCS"
3,3755,1082,9.18329938900204,510,"CCAE",2,"SCCS"
3,620,1082,8.54198473282443,6.375,"CCAE",2,"SCCS"
3,5831,1082,NA,NA,"CCAE",2,"SCCS"
3,5830,1082,8.54198473282443,6.375,"CCAE",2,"SCCS"
3,3619,1082,9.07049345417926,1444.575,"CCAE",2,"SCCS"
3,1068,1082,9.11122345803842,1045.5,"CCAE",2,"SCCS"
3,3892,1082,9.01001001001001,494.7,"CCAE",2,"SCCS"
3,1075,1082,9.21450459652707,141.525,"CCAE",2,"SCCS"
3,5832,1082,8.74658869395711,85.425,"CCAE",2,"SCCS"
3,3599,1082,9.11122345803842,2315.4,"CCAE",2,"SCCS"
3,635,1082,9.12145748987854,752.25,"CCAE",2,"SCCS"
3,5827,1082,8.67117988394584,16.575,"CCAE",2,"SCCS"
3,5825,1082,9.13171225937183,730.575,"CCAE",2,"SCCS"
3,601,1082,8.47867298578199,10.2,"CCAE",2,"SCCS"
3,609,1082,8.97008973080758,21.675,"CCAE",2,"SCCS"
3,369,1082,9.03009027081244,937.125,"CCAE",2,"SCCS"
3,3815,1082,9.05025125628141,149.175,"CCAE",2,"SCCS"
3,2823,1082,8.11577028258888,6.375,"CCAE",2,"SCCS"
3,1079,1082,9.33057851239669,70.125,"CCAE",2,"SCCS"
3,3803,1082,8.99000999000999,395.25,"CCAE",2,"SCCS"
3,1308,1082,9.22494887525562,79.05,"CCAE",2,"SCCS"
3,1148,1082,9.4602510460251,43.35,"CCAE",2,"SCCS"
3,624,1082,9.05025125628141,474.3,"CCAE",2,"SCCS"
3,5829,1082,8.41619585687382,16.575,"CCAE",2,"SCCS"
3,5828,1082,9.07049345417926,457.725,"CCAE",2,"SCCS"
3,2453,1082,9.15228426395939,1471.35,"CCAE",2,"SCCS"
3,366,1082,9.58201058201058,10.2,"CCAE",2,"SCCS"
3,1122,1082,9,51,"CCAE",2,"SCCS"
3,1125,1082,8.46969696969697,34.425,"CCAE",2,"SCCS"
3,1126,1082,7.31946755407654,8.925,"CCAE",2,"SCCS"
4,3073,1082,5.7842605156038,290.7,"CCAE",2,"SCCS"
4,5752,1082,5.6711140760507,58.65,"CCAE",2,"SCCS"
4,5520,1082,5.19195046439628,8.925,"CCAE",2,"SCCS"
4,3072,1082,5.93000693000693,21.675,"CCAE",2,"SCCS"
4,5760,1082,5.76132521974307,45.9,"CCAE",2,"SCCS"
4,609,1082,5.77506775067751,21.675,"CCAE",2,"SCCS"
4,1077,1082,5.57894736842105,62.475,"CCAE",2,"SCCS"
4,5522,1082,5.72043010752688,22.95,"CCAE",2,"SCCS"
4,5754,1082,5.93000693000693,20.4,"CCAE",2,"SCCS"
4,627,1082,5.71140939597315,70.125,"CCAE",2,"SCCS"
4,5639,1082,5.85871056241427,10.2,"CCAE",2,"SCCS"
4,5768,1082,5.7842605156038,26.775,"CCAE",2,"SCCS"
4,5761,1082,5.74763832658569,7.65,"CCAE",2,"SCCS"
4,2927,1082,5.69792364367046,948.6,"CCAE",2,"SCCS"
4,610,1082,5.8212824010914,28.05,"CCAE",2,"SCCS"
5,576,1082,2.31564986737401,4870.5,"CCAE",2,"SCCS"
5,5767,1082,2.22997416020672,31.875,"CCAE",2,"SCCS"
5,2764,1082,2.34560053529609,1295.4,"CCAE",2,"SCCS"
5,3019,1082,2.16555872111428,89.25,"CCAE",2,"SCCS"
5,611,1082,2.27011118378025,184.875,"CCAE",2,"SCCS"
6,345,1082,399,584.545,"CCAE",2,"SCCS"
7,2796,1082,83.0336134453782,381.225,"CCAE",2,"SCCS"
7,622,1082,85.2068965517241,3797.885,"CCAE",2,"SCCS"
7,2763,1082,86.719298245614,12343.955,"CCAE",2,"SCCS"
7,2795,1082,86.719298245614,7393.555,"CCAE",2,"SCCS"
7,1075,1082,87.4955752212389,381.225,"CCAE",2,"SCCS"
7,3074,1082,83.7457627118644,1760.265,"CCAE",2,"SCCS"
7,3075,1082,83.0336134453782,1619.93,"CCAE",2,"SCCS"
7,1079,1082,86.719298245614,154.7,"CCAE",2,"SCCS"
7,1308,1082,88.2857142857143,249.73,"CCAE",2,"SCCS"
8,3755,1082,42.859649122807,1491.75,"CCAE",2,"SCCS"
8,620,1082,42.6681222707424,13.26,"CCAE",2,"SCCS"
8,5831,1082,NA,NA,"CCAE",2,"SCCS"
8,5830,1082,42.6681222707424,13.26,"CCAE",2,"SCCS"
8,3619,1082,43.0528634361233,4404.53,"CCAE",2,"SCCS"
8,1068,1082,42.2900432900433,2794.545,"CCAE",2,"SCCS"
8,3892,1082,42.1034482758621,1338.155,"CCAE",2,"SCCS"
8,1075,1082,43.4444444444444,381.225,"CCAE",2,"SCCS"
8,5832,1082,42.1034482758621,197.795,"CCAE",2,"SCCS"
8,3599,1082,43.2477876106195,6863.155,"CCAE",2,"SCCS"
8,635,1082,42.859649122807,2143.7,"CCAE",2,"SCCS"
8,5827,1082,41.7350427350427,40.885,"CCAE",2,"SCCS"
8,5825,1082,43.0528634361233,2092.87,"CCAE",2,"SCCS"
8,601,1082,42.2900432900433,32.045,"CCAE",2,"SCCS"
8,609,1082,43.6428571428571,30.94,"CCAE",2,"SCCS"
8,369,1082,42.2900432900433,2668.575,"CCAE",2,"SCCS"
8,3815,1082,41.9184549356223,380.12,"CCAE",2,"SCCS"
8,2823,1082,39.650406504065,11.05,"CCAE",2,"SCCS"
8,1079,1082,43.2477876106195,154.7,"CCAE",2,"SCCS"
8,3803,1082,42.1034482758621,1079.585,"CCAE",2,"SCCS"
8,1308,1082,43.8430493273543,249.73,"CCAE",2,"SCCS"
8,1148,1082,45.7289719626168,154.7,"CCAE",2,"SCCS"
8,624,1082,41.1940928270042,1130.415,"CCAE",2,"SCCS"
8,5829,1082,39.983606557377,33.15,"CCAE",2,"SCCS"
8,5828,1082,41.3728813559322,1088.425,"CCAE",2,"SCCS"
8,2453,1082,43.8430493273543,4641,"CCAE",2,"SCCS"
8,366,1082,42.1034482758621,32.045,"CCAE",2,"SCCS"
8,1122,1082,43.2477876106195,123.76,"CCAE",2,"SCCS"
8,1125,1082,41.0168067226891,68.51,"CCAE",2,"SCCS"
8,1126,1082,39.3225806451613,23.205,"CCAE",2,"SCCS"
9,3073,1082,27.9855072463768,878.475,"CCAE",2,"SCCS"
9,5752,1082,26.9329608938547,135.915,"CCAE",2,"SCCS"
9,5520,1082,27.0898876404494,8.84,"CCAE",2,"SCCS"
9,3072,1082,30.1526479750779,49.725,"CCAE",2,"SCCS"
9,5760,1082,26.3972602739726,101.66,"CCAE",2,"SCCS"
9,609,1082,29.1204819277108,30.94,"CCAE",2,"SCCS"
9,1077,1082,27.0898876404494,181.22,"CCAE",2,"SCCS"
9,5522,1082,28.0697674418605,69.615,"CCAE",2,"SCCS"
9,5754,1082,25.3157894736842,17.68,"CCAE",2,"SCCS"
9,627,1082,27.735632183908,185.64,"CCAE",2,"SCCS"
9,5639,1082,27.5714285714286,29.835,"CCAE",2,"SCCS"
9,5768,1082,28.1545189504373,75.14,"CCAE",2,"SCCS"
9,5761,1082,28.4985250737463,32.045,"CCAE",2,"SCCS"
9,2927,1082,27.735632183908,2566.915,"CCAE",2,"SCCS"
9,610,1082,27.4090909090909,51.935,"CCAE",2,"SCCS"
10,576,1082,13.265335235378,17472.26,"CCAE",2,"SCCS"
10,5767,1082,12.531799729364,80.665,"CCAE",2,"SCCS"
10,2764,1082,13.6412884333821,4923.88,"CCAE",2,"SCCS"
10,3019,1082,13.1843971631206,337.025,"CCAE",2,"SCCS"
10,611,1082,13.4092219020173,695.045,"CCAE",2,"SCCS"
11,345,1082,50.8134715025907,133.28,"CCAE",2,"SCCS"
12,2796,1082,10.2612612612613,93.84,"CCAE",2,"SCCS"
12,622,1082,10.4155251141553,844.56,"CCAE",2,"SCCS"
12,2763,1082,10.7096018735363,2332.4,"CCAE",2,"SCCS"
12,2795,1082,10.6822429906542,1490.56,"CCAE",2,"SCCS"
12,1075,1082,10.1234705228031,82.96,"CCAE",2,"SCCS"
12,3074,1082,10.5606936416185,352.24,"CCAE",2,"SCCS"
12,3075,1082,10.441647597254,311.44,"CCAE",2,"SCCS"
12,1079,1082,9.92896174863388,36.72,"CCAE",2,"SCCS"
12,1308,1082,10.1856823266219,51.68,"CCAE",2,"SCCS"
13,3755,1082,4.87199060481503,327.76,"CCAE",2,"SCCS"
13,620,1082,5.83526999316473,6.8,"CCAE",2,"SCCS"
13,5831,1082,NA,NA,"CCAE",2,"SCCS"
13,5830,1082,5.83526999316473,6.8,"CCAE",2,"SCCS"
13,3619,1082,4.85823081429408,901.68,"CCAE",2,"SCCS"
13,1068,1082,4.941770647653,666.4,"CCAE",2,"SCCS"
13,3892,1082,4.88928150765607,341.36,"CCAE",2,"SCCS"
13,1075,1082,4.61482313307131,82.96,"CCAE",2,"SCCS"
13,5832,1082,4.75373993095512,59.84,"CCAE",2,"SCCS"
13,3599,1082,4.94530321046373,1404.88,"CCAE",2,"SCCS"
13,635,1082,5.02409638554217,478.72,"CCAE",2,"SCCS"
13,5827,1082,5.10873549175321,10.88,"CCAE",2,"SCCS"
13,5825,1082,5.02772754671489,465.12,"CCAE",2,"SCCS"
13,601,1082,5.08642726719416,6.8,"CCAE",2,"SCCS"
13,609,1082,4.85823081429408,20.4,"CCAE",2,"SCCS"
13,369,1082,5.04960677555959,583.44,"CCAE",2,"SCCS"
13,3815,1082,4.98802395209581,108.8,"CCAE",2,"SCCS"
13,2823,1082,5.30517023959647,4.08,"CCAE",2,"SCCS"
13,1079,1082,4.52486187845304,36.72,"CCAE",2,"SCCS"
13,3803,1082,4.86510263929619,267.92,"CCAE",2,"SCCS"
13,1308,1082,4.65291124929339,51.68,"CCAE",2,"SCCS"
13,1148,1082,4.824111822947,23.12,"CCAE",2,"SCCS"
13,624,1082,4.78368999421631,307.36,"CCAE",2,"SCCS"
13,5829,1082,5.57030223390276,16.32,"CCAE",2,"SCCS"
13,5828,1082,4.78034682080925,291.04,"CCAE",2,"SCCS"
13,2453,1082,5.04960677555959,920.72,"CCAE",2,"SCCS"
13,366,1082,4.87889476778366,6.8,"CCAE",2,"SCCS"
13,1122,1082,4.64971751412429,32.64,"CCAE",2,"SCCS"
13,1125,1082,5.1012812690665,29.92,"CCAE",2,"SCCS"
13,1126,1082,3.54338936846888,6.8,"CCAE",2,"SCCS"
14,3073,1082,2.86398763523957,171.36,"CCAE",2,"SCCS"
14,5752,1082,2.7821482602118,29.92,"CCAE",2,"SCCS"
14,5520,1082,2.66032210834553,6.8,"CCAE",2,"SCCS"
14,3072,1082,3.29737859905458,14.96,"CCAE",2,"SCCS"
14,5760,1082,2.72300819061802,20.4,"CCAE",2,"SCCS"
14,609,1082,2.97930760047752,20.4,"CCAE",2,"SCCS"
14,1077,1082,2.88953714507974,36.72,"CCAE",2,"SCCS"
14,5522,1082,2.81533765738268,12.24,"CCAE",2,"SCCS"
14,5754,1082,3.11861614497529,10.88,"CCAE",2,"SCCS"
14,627,1082,2.77643504531722,46.24,"CCAE",2,"SCCS"
14,5639,1082,2.95413206801107,6.8,"CCAE",2,"SCCS"
14,5768,1082,2.91236306729264,10.88,"CCAE",2,"SCCS"
14,5761,1082,3.06669377795852,4.08,"CCAE",2,"SCCS"
14,2927,1082,2.89863547758285,582.08,"CCAE",2,"SCCS"
14,610,1082,3.29000429000429,16.32,"CCAE",2,"SCCS"
15,576,1082,0.933114247052001,2835.6,"CCAE",2,"SCCS"
15,5767,1082,1.1519259737465,24.48,"CCAE",2,"SCCS"
15,2764,1082,0.948178453146308,720.8,"CCAE",2,"SCCS"
15,3019,1082,0.943634596695821,47.6,"CCAE",2,"SCCS"
15,611,1082,0.953506544246923,110.16,"CCAE",2,"SCCS"
1,345,1082,87.4955752212389,124.95,"Optum",2,"SCCS"
2,2796,1082,17.3823529411765,118.575,"Optum",2,"SCCS"
2,622,1082,17.7617260787992,689.775,"Optum",2,"SCCS"
2,2763,1082,18.1204588910134,2083.35,"Optum",2,"SCCS"
2,2795,1082,18.1204588910134,1292.85,"Optum",2,"SCCS"
2,1075,1082,18.3050193050193,76.5,"Optum",2,"SCCS"
2,3074,1082,18.2678227360308,374.85,"Optum",2,"SCCS"
2,3075,1082,18.3050193050193,346.8,"Optum",2,"SCCS"
2,1079,1082,18.2678227360308,31.875,"Optum",2,"SCCS"
2,1308,1082,18.3423597678917,47.175,"Optum",2,"SCCS"
3,3755,1082,8.68054211035818,289.425,"Optum",2,"SCCS"
3,620,1082,8.74658869395711,3.825,"Optum",2,"SCCS"
3,5831,1082,8.74658869395711,2.55,"Optum",2,"SCCS"
3,5830,1082,8.74658869395711,1.275,"Optum",2,"SCCS"
3,3619,1082,8.65250965250965,784.125,"Optum",2,"SCCS"
3,1068,1082,8.56937799043062,583.95,"Optum",2,"SCCS"
3,3892,1082,8.46969696969697,279.225,"Optum",2,"SCCS"
3,1075,1082,8.78473581213307,76.5,"Optum",2,"SCCS"
3,5832,1082,8.71817298347911,81.6,"Optum",2,"SCCS"
3,3599,1082,8.68054211035818,1192.125,"Optum",2,"SCCS"
3,635,1082,8.49667616334283,448.8,"Optum",2,"SCCS"
3,5827,1082,8.64320154291225,20.4,"Optum",2,"SCCS"
3,5825,1082,8.4876660341556,423.3,"Optum",2,"SCCS"
3,601,1082,8.02527075812274,19.125,"Optum",2,"SCCS"
3,609,1082,9.66098081023454,6.375,"Optum",2,"SCCS"
3,369,1082,8.58772770853308,475.575,"Optum",2,"SCCS"
3,3815,1082,8.15750915750916,76.5,"Optum",2,"SCCS"
3,2823,1082,8.74658869395711,2.55,"Optum",2,"SCCS"
3,1079,1082,8.63391136801541,31.875,"Optum",2,"SCCS"
3,3803,1082,8.53288846520496,237.15,"Optum",2,"SCCS"
3,1308,1082,8.88142292490119,47.175,"Optum",2,"SCCS"
3,1148,1082,8.78473581213307,57.375,"Optum",2,"SCCS"
3,624,1082,8.58772770853308,243.525,"Optum",2,"SCCS"
3,5829,1082,8.04159132007233,11.475,"Optum",2,"SCCS"
3,5828,1082,8.67117988394584,224.4,"Optum",2,"SCCS"
3,2453,1082,8.68054211035818,730.575,"Optum",2,"SCCS"
3,366,1082,8.74658869395711,2.55,"Optum",2,"SCCS"
3,1122,1082,8.8135426889107,52.275,"Optum",2,"SCCS"
3,1125,1082,8.50570342205323,33.15,"Optum",2,"SCCS"
3,1126,1082,7.73362445414847,8.925,"Optum",2,"SCCS"
4,3073,1082,5.43086816720257,170.85,"Optum",2,"SCCS"
4,5752,1082,5.6006600660066,21.675,"Optum",2,"SCCS"
4,5520,1082,5.50195058517555,3.825,"Optum",2,"SCCS"
4,3072,1082,5.265664160401,14.025,"Optum",2,"SCCS"
4,5760,1082,5.50195058517555,8.925,"Optum",2,"SCCS"
4,609,1082,6.41839762611276,6.375,"Optum",2,"SCCS"
4,1077,1082,5.38569604086845,42.075,"Optum",2,"SCCS"
4,5522,1082,5.5402223675605,15.3,"Optum",2,"SCCS"
4,5754,1082,5.34517766497462,11.475,"Optum",2,"SCCS"
4,627,1082,5.64010624169987,29.325,"Optum",2,"SCCS"
4,5639,1082,5.50195058517555,6.375,"Optum",2,"SCCS"
4,5768,1082,5.38162093171666,15.3,"Optum",2,"SCCS"
4,5761,1082,5.75219446320054,8.925,"Optum",2,"SCCS"
4,2927,1082,5.5402223675605,725.475,"Optum",2,"SCCS"
4,610,1082,5.22277535780958,16.575,"Optum",2,"SCCS"
5,576,1082,2.2123353678124,2654.55,"Optum",2,"SCCS"
5,5767,1082,1.86697247706422,8.925,"Optum",2,"SCCS"
5,2764,1082,2.19590923617769,710.175,"Optum",2,"SCCS"
5,3019,1082,2.1328320802005,48.45,"Optum",2,"SCCS"
5,611,1082,2.18775900541919,117.3,"Optum",2,"SCCS"
6,345,1082,369.37037037037,327.08,"Optum",2,"SCCS"
7,2796,1082,79,245.31,"Optum",2,"SCCS"
7,622,1082,80.3008130081301,1602.25,"Optum",2,"SCCS"
7,2763,1082,81.6446280991736,5933.85,"Optum",2,"SCCS"
7,2795,1082,82.3333333333333,3532.685,"Optum",2,"SCCS"
7,1075,1082,82.3333333333333,195.585,"Optum",2,"SCCS"
7,3074,1082,77.740157480315,942.565,"Optum",2,"SCCS"
7,3075,1082,77.740157480315,838.695,"Optum",2,"SCCS"
7,1079,1082,82.3333333333333,72.93,"Optum",2,"SCCS"
7,1308,1082,82.3333333333333,130.39,"Optum",2,"SCCS"
8,3755,1082,40.6666666666667,795.6,"Optum",2,"SCCS"
8,620,1082,36.1747211895911,12.155,"Optum",2,"SCCS"
8,5831,1082,41.3728813559322,2.21,"Optum",2,"SCCS"
8,5830,1082,35.101083032491,9.945,"Optum",2,"SCCS"
8,3619,1082,40.49377593361,2153.645,"Optum",2,"SCCS"
8,1068,1082,39.8163265306122,1426.555,"Optum",2,"SCCS"
8,3892,1082,39.650406504065,697.255,"Optum",2,"SCCS"
8,1075,1082,41.5531914893617,195.585,"Optum",2,"SCCS"
8,5832,1082,41.1940928270042,176.8,"Optum",2,"SCCS"
8,3599,1082,40.6666666666667,3319.42,"Optum",2,"SCCS"
8,635,1082,40.3223140495868,1095.055,"Optum",2,"SCCS"
8,5827,1082,42.1034482758621,37.57,"Optum",2,"SCCS"
8,5825,1082,40.1522633744856,1054.17,"Optum",2,"SCCS"
8,601,1082,36.593984962406,25.415,"Optum",2,"SCCS"
8,609,1082,34.4609929078014,11.05,"Optum",2,"SCCS"
8,369,1082,39.983606557377,1267.435,"Optum",2,"SCCS"
8,3815,1082,38.6825396825397,194.48,"Optum",2,"SCCS"
8,2823,1082,29.03003003003,5.525,"Optum",2,"SCCS"
8,1079,1082,41.7350427350427,72.93,"Optum",2,"SCCS"
8,3803,1082,39.650406504065,572.39,"Optum",2,"SCCS"
8,1308,1082,41.5531914893617,130.39,"Optum",2,"SCCS"
8,1148,1082,40.6666666666667,121.55,"Optum",2,"SCCS"
8,624,1082,39,566.865,"Optum",2,"SCCS"
8,5829,1082,38.6825396825397,25.415,"Optum",2,"SCCS"
8,5828,1082,39.1606425702811,538.135,"Optum",2,"SCCS"
8,2453,1082,41.0168067226891,2183.48,"Optum",2,"SCCS"
8,366,1082,39.983606557377,13.26,"Optum",2,"SCCS"
8,1122,1082,42.1034482758621,122.655,"Optum",2,"SCCS"
8,1125,1082,39.4858299595142,56.355,"Optum",2,"SCCS"
8,1126,1082,39.3225806451613,14.365,"Optum",2,"SCCS"
9,3073,1082,25.7379679144385,405.535,"Optum",2,"SCCS"
9,5752,1082,25.5957446808511,56.355,"Optum",2,"SCCS"
9,5520,1082,20.3675213675214,4.42,"Optum",2,"SCCS"
9,3072,1082,25.7379679144385,27.625,"Optum",2,"SCCS"
9,5760,1082,26.3224043715847,37.57,"Optum",2,"SCCS"
9,609,1082,23.7524752475248,11.05,"Optum",2,"SCCS"
9,1077,1082,26.9329608938547,103.87,"Optum",2,"SCCS"
9,5522,1082,27.9017341040462,46.41,"Optum",2,"SCCS"
9,5754,1082,20.4592274678112,11.05,"Optum",2,"SCCS"
9,627,1082,26.7777777777778,78.455,"Optum",2,"SCCS"
9,5639,1082,23.0963855421687,15.47,"Optum",2,"SCCS"
9,5768,1082,23.330900243309,33.15,"Optum",2,"SCCS"
9,5761,1082,25.3852242744063,14.365,"Optum",2,"SCCS"
9,2927,1082,26.7008310249307,1808.885,"Optum",2,"SCCS"
9,610,1082,20.2765957446809,24.31,"Optum",2,"SCCS"
10,576,1082,12.6612021857923,8151.585,"Optum",2,"SCCS"
10,5767,1082,12.4952766531714,29.835,"Optum",2,"SCCS"
10,2764,1082,12.986013986014,2484.04,"Optum",2,"SCCS"
10,3019,1082,11.970168612192,154.7,"Optum",2,"SCCS"
10,611,1082,11.6422250316056,307.19,"Optum",2,"SCCS"
11,345,1082,47.780487804878,72.08,"Optum",2,"SCCS"
12,2796,1082,9.29866117404737,88.4,"Optum",2,"SCCS"
12,622,1082,9.13171225937183,410.72,"Optum",2,"SCCS"
12,2763,1082,9.52631578947368,1181.84,"Optum",2,"SCCS"
12,2795,1082,9.67235859124867,734.4,"Optum",2,"SCCS"
12,1075,1082,8.54198473282443,42.16,"Optum",2,"SCCS"
12,3074,1082,9.84598698481562,225.76,"Optum",2,"SCCS"
12,3075,1082,9.53740779768177,206.72,"Optum",2,"SCCS"
12,1079,1082,9.36269430051813,16.32,"Optum",2,"SCCS"
12,1308,1082,7.96860986547085,27.2,"Optum",2,"SCCS"
13,3755,1082,4.28262017960909,167.28,"Optum",2,"SCCS"
13,620,1082,5.07164541590771,4.08,"Optum",2,"SCCS"
13,5831,1082,4.78703703703704,2.72,"Optum",2,"SCCS"
13,5830,1082,5.64451827242525,1.36,"Optum",2,"SCCS"
13,3619,1082,4.60224089635854,482.8,"Optum",2,"SCCS"
13,1068,1082,4.32197977647685,360.4,"Optum",2,"SCCS"
13,3892,1082,4.42005420054201,171.36,"Optum",2,"SCCS"
